numObra,nombreObra,municipio,localidad,ejecutor,promotor,fondo,noOficAprob,fechaAprob,montoExp,totalContratado,montoFed,montoEst,montoMpal,montoBenef,montoOtro,aprobado,ejercido,contratista,rfc,numContrato,fechaInicioContrato,fechaTerminoContrato,edoProyecto,avanceFisico,cantMetas,metas,cantBenef,beneficiarios,modalidad,programa,subprograma,tipoProyecto,fechaAvance,tipoLocalidad,ejer,agrupador,componente,idCajón,cajón,montoCajon,idExpediente,ultimoAprobado,fechaCajón,fed,est,mpal,benef,otro,contratado,montoConvenio,anticipo,montoAnticipo,firmaContrato,tipoConcurso,folioHacienda,programaGs,capitalFed,prodFinFed,capitalEst,prodFinEst,capitalMpal,prodFinMpal,capitalOtro,prodFinOtro,cuenta,banco,idFondo,pagado,enTransito,paripassu,fechaFallo,macroagrupador,macrocomponente,fecha1aAprob,acumAprobado,acumEjercido,ejecutor2,terminoConvenio,fechaFatal,idProgSieggeq,idCompSieggeq,idActivSieggeq,descProgSieggeq,descCompSieggeq,descActivSieggeq,ff,tipoRegul,ejerAnterior,ejerActual,pptoActual,tipo,terminoAdmContrato,clasifPlan,nr,ejerMacrocomp,estatus
2017-00433,"APOYO A FLORICULTURA EN INVERNADERO “INVERNADEROS MART�?NEZ�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00931,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,374,"APOYO A FLORICULTURA EN INVERNADERO ¿INVERNADEROS MART�?NEZ¿ EL ORGANAL, SAN JUAN DEL R�?O",250000,922,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,374F01,2017,AC
2017-00434,"APOYO A FLORICULTURA EN INVERNADERO “INVERNADEROS MATA�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00932,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,375,"APOYO A FLORICULTURA EN INVERNADERO ¿INVERNADEROS MATA¿ EL ORGANAL, SAN JUAN DEL R�?O",250000,923,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,375F01,2017,AC
2017-00435,"APOYO PARA LA EXPLOTACIÓN DE CAPRINOS “LAS TAPONAS�? LAS TAPONAS, HUIMILPAN, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",HUIMILPAN,"TAPONAS, LAS",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00933,30/05/2017,200000,0,0,200000,0,0,0,200000,200000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,376,"APOYO PARA LA EXPLOTACIÓN DE CAPRINOS ¿LAS TAPONAS¿ LAS TAPONAS, HUIMILPAN, (APORTACIÓN ESTATAL AL CONVENIO CON INAES)",200000,924,200000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,200000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,200000,200000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,200000,0,0,A,,DESARROLLO AGROPECUARIO,376F01,2017,AC
2017-00436,"APOYO PARA LA EXPLOTACIÓN DE OVINOS.  “EMPRENDEDORES DEL RINCÓN�? EL RINCÓN, CADEREYTA, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",CADEREYTA,"RINCON, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00934,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA INDIGENA,2017,DESARROLLO AGROPECUARIO,SEDEA,377,"APOYO PARA LA EXPLOTACIÓN DE OVINOS. ¿EMPRENDEDORES DEL RINCÓN¿ EL RINCÓN, CADEREYTA",250000,925,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,377F01,2017,AC
2017-00437,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA CULTIVO DE JITOMATE “PRODUCTORAS DE HORTALIZAS LA PIEDAD�? LA PIEDAD, AMEALCO, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",AMEALCO,"PIEDAD, LA",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00935,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,378,"APOYO PARA LA CONST DE UN INVERNADERO PARA CULTIVO DE JITOMATE ¿PRODUCTORAS DE HORTALIZAS LA PIEDAD¿ LA PIEDAD, AMEALCO",250000,926,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,378F01,2017,AC
2017-00438,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA FLORICULTURA “PRODUCTORES CH�?VEZ�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00936,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,379,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA FLORICULTURA ¿PRODUCTORES CH�?VEZ¿ EL ORGANAL, SJR",250000,927,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,379F01,2017,AC
2017-00439,"APOYO PARA EL CULTIVO DE ESP�?RRAGO “EL TRI�?NGULO�? TEQUISQUIAPAN, TEQUISQUIAPAN, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",TEQUISQUIAPAN,TEQUISQUIAPAN,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00937,30/05/2017,65000,0,0,65000,0,0,0,65000,65000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,380,"APOYO PARA EL CULTIVO DE ESP�?RRAGO ¿EL TRI�?NGULO¿ TEQUISQUIAPAN, TEQUISQUIAPAN",65000,928,65000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,65000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,65000,65000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,65000,0,0,A,,DESARROLLO AGROPECUARIO,380F01,2017,AC
2017-00440,"APOYO PARA EL CULTIVO DE ESP�?RRAGO “LAS COLORADAS. EJIDO TEQUISQUIAPAN, TEQUISQUIAPAN, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",TEQUISQUIAPAN,TEQUISQUIAPAN,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00938,30/05/2017,65000,0,0,65000,0,0,0,65000,65000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,381,"APOYO PARA EL CULTIVO DE ESP�?RRAGO ¿LAS COLORADAS. EJIDO TEQUISQUIAPAN, TEQUISQUIAPAN",65000,929,65000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,65000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,65000,65000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,65000,0,0,A,,DESARROLLO AGROPECUARIO,381F01,2017,AC
2017-00441,"APOYO PARA EL CULTIVO DE ESP�?RRAGO. PRODUCTORES DE ESP�?RRAGO TEQUISQUIAPAN. EJIDO TEQUISQUIAPAN, TEQUISQUIAPAN, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",TEQUISQUIAPAN,TEQUISQUIAPAN,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00939,30/05/2017,65000,0,0,65000,0,0,0,65000,65000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,382,"APOYO PARA EL CULTIVO DE ESP�?RRAGO. PRODUCTORES DE ESP�?RRAGO TEQUISQUIAPAN. EJIDO TEQUISQUIAPAN, TEQUISQUIAPAN",65000,930,65000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,65000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,65000,65000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,65000,0,0,A,,DESARROLLO AGROPECUARIO,382F01,2017,AC
2017-00442,"APOYO PARA LA TRANSFORMACIÓN DE AJO. COL. LA AURORA, SANTA MAR�?A MAGDALENA, QRO., (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",QUERETARO,SANTA MARIA MAGDALENA,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00940,30/05/2017,150000,0,0,150000,0,0,0,150000,150000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,383,"APOYO PARA LA TRANSFORMACIÓN DE AJO. COL. LA AURORA, SANTA MAR�?A MAGDALENA, QRO.",150000,931,150000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,150000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,150000,150000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,150000,0,0,A,,DESARROLLO AGROPECUARIO,383F01,2017,AC
2017-00443,"APOYO A FLORICULTURA EN INVERNADERO “ROSAS MAQUEDA�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00941,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,384,"APOYO A FLORICULTURA EN INVERNADERO ¿ROSAS MAQUEDA¿ EL ORGANAL, SAN JUAN DEL R�?O",250000,932,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,384F01,2017,AC
2017-00444,"APOYO A FLORICULTURA EN INVERNADERO “ROSAS GÓMEZ�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00942,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,385,"APOYO A FLORICULTURA EN INVERNADERO ¿ROSAS GÓMEZ¿ EL ORGANAL, SAN JUAN DEL R�?O",250000,933,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,385F01,2017,AC
2017-00445,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA FLORICULTURA “ROSAS QUERÉTARO�? EL ORGANAL, SAN JUAN DEL R�?O, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",SAN JUAN DEL RIO,"ORGANAL, EL",SEDEA,SEDEA,GEQ PA 2017,2017GEQ00943,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,386,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA FLORICULTURA ¿ROSAS QUERÉTARO¿ EL ORGANAL, SAN JUAN DEL R�?O",250000,934,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,386F01,2017,AC
2017-00446,"APOYO PARA EL CULTIVO DE UVA “VIÑEDOS DEL SEMIDESIERTO 1�? CADEREYTA, CADEREYTA, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",CADEREYTA,CADEREYTA,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00944,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,387,"APOYO PARA EL CULTIVO DE UVA ¿VIÑEDOS DEL SEMIDESIERTO 1¿ CADEREYTA, CADEREYTA",250000,935,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,387F01,2017,AC
2017-00447,"APOYO PARA EL CULTIVO DE UVA “VIÑEDOS DEL SEMIDESIERTO 2�? CADEREYTA, CADEREYTA, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",CADEREYTA,CADEREYTA,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00945,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,388,"APOYO PARA EL CULTIVO DE UVA ¿VIÑEDOS DEL SEMIDESIERTO 2¿ CADEREYTA, CADEREYTA",250000,936,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,388F01,2017,AC
2017-00448,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA CULTIVO DE JITOMATE “INVERNADERO YAÑEZ�? TENASD�?, AMEALCO, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",AMEALCO,TENASDA (BARRIO DE SAN ILDEFONSO),SEDEA,SEDEA,GEQ PA 2017,2017GEQ00946,30/05/2017,250000,0,0,250000,0,0,0,250000,250000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,ZONA INDIGENA,2017,DESARROLLO AGROPECUARIO,SEDEA,389,"APOYO PARA LA CONSTRUCCIÓN DE UN INVERNADERO PARA CULTIVO DE JITOMATE ¿INVERNADERO YAÑEZ¿ TENASD�?, AMEALCO",250000,937,250000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,250000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,250000,250000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,250000,0,0,A,,DESARROLLO AGROPECUARIO,389F01,2017,AC
2017-00449,"APOYO PARA LA CONSTRUCCIÓN Y MANO DE OBRA PARA CORRALES DE OVINOS. “OVINOS DE PUR�?SIMA DE SAN RAFAEL�? PURISIMA DE SAN RAFAEL, CORREGIDORA, (APORTACIÓN ESTATAL AL CONVENIO CON INAES).",CORREGIDORA,PURISIMA DE SAN RAFAEL,SEDEA,SEDEA,GEQ PA 2017,2017GEQ00947,30/05/2017,100000,0,0,100000,0,0,0,100000,100000,,,,,,TERMINADO,100,,,5,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,13/06/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,390,"APOYO PARA LA CONSTRUCCIÓN Y MANO DE OBRA PARA CORRALES DE OVINOS PURISIMA DE SAN RAFAEL, CORREGIDORA",100000,938,100000,30/05/2017,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,1.65999E+11,BANREGIO,519,100000,0,,,APOYO A PRODUCTORES,PARIPASSUS ADICIONALES SEDEA,30/05/2017,100000,100000,SEDEA,,,42241F0146,3,5,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",F01,,100000,0,0,A,,DESARROLLO AGROPECUARIO,390F01,2017,AC
2017-00450,"REHABILITACIÓN DE RED DE DRENAJE SANITARIO EN  CALLES QUERÉTARO Y SAN LUIS POTOS�?, COL. PUERTO DE SAN NICOLAS",JALPAN,ACATITLAN DEL RIO,P.M. JALPAN,P.M. JALPAN,AFEF 2017,2017GEQ01277,18/07/2017,796954.74,796954.74,796954.74,0,0,0,0,796954.74,796954.74,GOMEZ CONSTRUCTORES S.A. DE C.V.,GCO040420NN7,MJS-DOP-GEQ-031-17,13/07/2017,13/10/2017,TERMINADO,100,,,35,PERSONAS,CONTRATO,ALCANTARILLADO SANITARIO,"ALCANTARILLADO SANITARIO, CONSTRUCCION","ALCANTARILLADO SANITARIO, CONSTRUCCION",03/11/2017,POBLADO RURAL,2017,DESARROLLO URBANO,MUNICIPIOS,893,"REHABILITACIÓN DE RED DE DRENAJE SANITARIO EN CALLES QUERÉTARO Y SAN LUIS POTOS�?, COL. PUERTO DE SAN NICOLAS",796954.74,282,796954.74,30/05/2017,100,0,0,0,0,796954.74,0,30,239086.42,06/07/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,3505103371,SCOTIABANK,3916,796954.74,0,,05/07/2017,URBANIZACIÓN,PESO A PESO,30/05/2017,796954.74,796954.74,P.M. JALPAN,09/11/2017,,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,21N,,796954.74,0,0,O,13/10/2017,INFRAESTRUCTURA,89321N,2017,AC
