id_obra,Num Obra,Nombre Obra,Municipio,Localidad,Ejecutor,Promotor,Fondo,No. Ofic_Aprob,Fecha Aprob,Monto Exp.,Total Contratado,Monto Fed,Monto Est,Monto Mpal,Monto Benef,Monto Otro,Aprobado,Ejercido,Contratista,RFC,Num. Contrato,Fecha_Inicio Contrato,Fecha_Termino Contrato,Edo. Proyecto,Avance Fisico,Cant. Metas,Metas,Cant. Benef,Beneficiarios,Modalidad,Programa,Subprograma,Tipo Proyecto,Fecha Avance,Tipo Localidad,Ejer,Agrupador,Componente,Id_Cajón,Cajón,Monto Cajon,Id_Expediente,Ultimo Aprobado,Fecha Cajón,Fed,Est,Mpal,Benef,Otro,Contratado,Monto Convenio,Anticipo,Monto Anticipo,Firma Contrato,Tipo Concurso,Folio Hacienda,Programa GS,Capital Fed,Prod Fin Fed,Capital Est,Prod Fin Est,Capital Mpal,Prod Fin Mpal,Capital Otro,Prod Fin Otro,Cuenta,Banco,Cve_Prog_SIEGGEQ,Descrip_Prog_SIEGGEQ,Cve_Comp_SIEGGEQ,Descrip_Comp_SIEGGEQ,Cve_Activ_SIEGGEQ,Descrip_Activ_SIEGGEQ,Fecha_Termino Convenio,FF,TIPO_REGUL,EJER_ANTERIOR,EJER_ACTUAL,PPTO_ACTUAL,TIPO,TERMINO ADMINISTRATIVO CONTRATO,Clasif Plan,MacroAgrupador,MacroComponente,Fecha Fatal,fecha_c,fecha_u_m
765,2017-00668,"REHABILITACIÓN DE PISO EN PLAZA CÍVICA DEL PREESCOLAR JUAN ESCUTIA/LIC. GUADALUPE RAMÍREZ ÁLVAREZ, COLONIA LAS ROSAS, DELEGACIÓN CENTRO HISTÓRICO.",QUERETARO,COL. LA ERA,P.M. QRO.,P.M. QRO.,GEQ PA 2017,2017GEQ02474,12/21/2017,720192.29,745232.51,0,720192.29,0,0,0,720192.29,720192.29,INGENIERIA EN CONSTRUCCIONES S.A. DE C.V.,IEC120829C58,SOP/2017-0221/7,10/19/2017,11/16/2017,TERMINADO,100,\N,,284,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,REHABILITACION,PREESCOLAR,12/06/2017,COLONIA POPULAR,2017,EDUCACION,DIPUTADOS,1025,"REHABILITACIÓN DE PISO EN PLAZA CÍVICA DEL J.N JUAN ESCUTIA/LIC. GPE RAMÍREZ ÁLVAREZ, COL LAS ROSAS, CENTRO HISTÓRICO",720192.29,427,720192.29,08/09/2017,0,100,0,0,0,745232.51,0,30,223569.75,17/10/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,165999460177,BANREGIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,\N,F01,\N,720192.29,0,0,O,12/16/2017,EDUCACION,INFRAESTRUCTURA EDUCATIVA,PROYECTOS DE GESTIÓN 2016,\N,07/23/2019,
766,2017-00669,"MUESTRA ESTATAL DE TEATRO, QUERÉTARO 2017",QUERETARO,COL. CENTRO,CULTURA,CULTURA,RAMO 48 CULTURA 2017,2019GEQ00179,01/14/2019,243362.99,0,243362.99,0,0,0,0,243362.99,243362.99,,,,\N,\N,TERMINADO,100,\N,,150,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,12/05/2017,ZONA URBANA,2017,CULTURA,CULTURA,4081,"MUESTRA ESTATAL DE TEATRO, QUERÉTARO 2017",243362.99,1107,243362.99,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660102,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,1,PROGRAMACIÓN DE EVENTOS Y/O ACTIVIDADES ARTÍSTICAS. ,\N,71N,\N,243362.99,0,0,A,\N,CULTURA,EVENTOS CULTURALES,CULTURA RAMO 48,\N,07/23/2019,
767,2017-00670,SEMANA DEL CINE MEXICANO EN TU CIUDAD 2017,QUERETARO,COL. CENTRO,CULTURA,CULTURA,RAMO 48 CULTURA 2017,2019GEQ00180,01/14/2019,203259.75,0,203259.75,0,0,0,0,203259.75,203259.75,,,,\N,\N,TERMINADO,100,\N,,4000,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,12/04/2017,ZONA URBANA,2017,CULTURA,CULTURA,4082,SEMANA DEL CINE MEXICANO EN TU CIUDAD 2017,203259.75,1108,203259.75,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660102,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,1,PROGRAMACIÓN DE EVENTOS Y/O ACTIVIDADES ARTÍSTICAS. ,\N,71N,\N,203259.75,0,0,A,\N,CULTURA,EVENTOS CULTURALES,CULTURA RAMO 48,\N,07/23/2019,
768,2017-00671,MODERNIZACIÓN SUSTENTABLE DE LA AGRICULTURA EN QUERÉTARO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDEA,SEDEA,GEQ PA 2017,2017GEQ01444,08/11/2017,5000000,0,0,5000000,0,0,0,5000000,5000000,,,,\N,\N,TERMINADO,100,\N,,500,PERSONAS,ADMINISTRACION,APOYO A LA PRODUCCION PRIMARIA,APOYO A PRODUCTORES AGRICOLAS,APOYO A PRODUCTORES AGRICOLAS,09/28/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,472,MODERNIZACIÓN SUSTENTABLE DE LA AGRICULTURA EN QUERÉTARO,5000000,988,5000000,08/10/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42241F0146,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",1,SERVICIOS DE INNOVACIÓN Y TRANSFERENCIA DE TECNOLOGÍA EN MATERIA AGROPECUARIA,3,DICTAMINACIÓN TÉCNICA Y SEGUIMIENTO AL PROGRAMA DE TRABAJO DE LOS EXTENSIONISTAS PARA ATENCIÓN DE SOLICITUDES APROBADAS.,\N,F01,\N,5000000,0,0,A,\N,DESARROLLO AGROPECUARIO,APOYO A PRODUCTORES,PROGRAMAS SEDEA ESTATALES,\N,07/23/2019,
769,2017-00672,"PRODUCCIÓN DE PLANTA NATIVA EN EL VIVERO DE LA MICROCUENCA LA JOYA, LOCALIDAD DE EL CHARAPE.",QUERETARO,CHARAPE LA JOYA,SEDESU,SEDESU,MEDIO AMBIENTE 2016,2018GEQ02222,11/07/2018,20038.28,0,0,20038.28,0,0,0,20038.28,20038.28,,,,\N,\N,TERMINADO,100,\N,,6,PERSONAS,ADMINISTRACION,PROTECCION Y PRESERVACION ECOLOGICA,FORTALECIMIENTO AMBIENTAL,FORTALECIMIENTO AMBIENTAL,04/22/2019,POBLADO RURAL,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,3537,"PRODUCCIÓN DE PLANTA NATIVA EN EL VIVERO DE LA MICROCUENCA LA JOYA, LOCALIDAD DE EL CHARAPE.",20038.28,989,20038.28,11/07/2018,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,10348830193,BAJIO,42251G0305,PROGRAMA PARA EL DESARROLLO SUSTENTABLE Y CUIDADO DEL MEDIO AMBIENTE DEL ESTADO DE QUERÉTARO,2,PROYECTOS APOYADOS ECONÓMICAMENTE Y/O EN ESPECIE DIRIGIDOS A TODOS LOS SECTORES DE LA SOCIEDAD.,5,ENTREGA DE APOYOS ECONÓMICOS.,\N,17A,\N,20038.28,0,0,A,\N,DESARROLLO ECONOMICO,MEDIO AMBIENTE,,12/31/2018,07/23/2019,
770,2017-00674,"REHABILITACIÓN DE CARRETERAS ESTATALES 411, 413 Y 430, MUNICIPIOS DE CORREGIDORA Y HUIMILPAN, QRO.",CORREGIDORA,BRAVO,CEIQ,CEIQ,RAMO 23 PRY DES REG 17-III,2018GEQ01408,03/02/2018,26866824.08,0,26866824.08,0,0,0,0,26866824.08,26866824.08,,,,\N,\N,TERMINADO,100,\N,,13700,PERSONAS,ADMINISTRACION,CARRETERAS ALIMENTADORAS,CONSERVACION,CARRETERAS,03/07/2018,POBLADO RURAL,2017,CAMINOS Y CARRETERAS,CEIQ,2707,"REHABILITACIÓN DE CARRETERAS ESTATALES 411, 413 Y 430, MUNICIPIOS DE CORREGIDORA Y HUIMILPAN, QRO.",26866824.08,1109,26866824.08,07/06/2018,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,24504680148,BAJIO,43321K0528,"PROYECTO DE OBRA EN LA RED DE CAMINOS PARA EL PROGRAMA CONSERVACIÓN, AMPLIACIÓN Y MODERNIZACIÓN DE LA INFRAESTRUCTURA CARRETERA Y DE CAMINOS DEL ESTADO",1,INFRAESTRUCTURA CARRETERA Y CAMINOS MODERNIZADOS Y AMPLIADOS.,1,"PROYECTO INTEGRAL (CONSTRUCCIÓN, REHABILITACIÓN, MODERNIZACIÓN, Y AMPLIACIÓN DE CAMINOS Y CARRETERAS EN EL ESTADO).",\N,90N,\N,26866824.08,0,0,O,\N,INFRAESTRUCTURA,CAMINOS Y CARRETERAS,,\N,07/23/2019,
771,2017-00675,"REHABILITACIÓN DE CARRETERAS ESTATALES 100 Y 126, MUNICIPIOS DE TOLIMÁN, EZEQUIEL MONTES, CADEREYTA DE MONTES Y TEQUISQUIAPAN, QRO.",TOLIMAN,"PATOL, EL",CEIQ,CEIQ,RAMO 23 PRY DES REG 17-III,2018GEQ01848,09/19/2018,48532590.37,0,48532590.37,0,0,0,0,48532590.37,48532590.37,,,,\N,\N,TERMINADO,100,\N,,12981,PERSONAS,ADMINISTRACION,CARRETERAS ALIMENTADORAS,CONSERVACION,CARRETERAS,05/29/2018,ZONA INDIGENA,2017,CAMINOS Y CARRETERAS,CEIQ,3154,"REHABILITACIÓN DE CARRETERAS ESTATALES 100 Y 126, MPIOS DE TOLIMÁN, E. MONTES, CADEREYTA DE MONTES Y TEQUISQUIAPAN, QRO.",48532590.37,1110,48532590.37,09/19/2018,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,24504680148,BAJIO,43321K0528,"PROYECTO DE OBRA EN LA RED DE CAMINOS PARA EL PROGRAMA CONSERVACIÓN, AMPLIACIÓN Y MODERNIZACIÓN DE LA INFRAESTRUCTURA CARRETERA Y DE CAMINOS DEL ESTADO",1,INFRAESTRUCTURA CARRETERA Y CAMINOS MODERNIZADOS Y AMPLIADOS.,1,"PROYECTO INTEGRAL (CONSTRUCCIÓN, REHABILITACIÓN, MODERNIZACIÓN, Y AMPLIACIÓN DE CAMINOS Y CARRETERAS EN EL ESTADO).",\N,90N,\N,48532590.37,0,0,O,\N,INFRAESTRUCTURA,CAMINOS Y CARRETERAS,,\N,07/23/2019,
772,2017-00678,HOMBRO CON HOMBRO POR TU VIVIENDA TECHO FIRME,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2017,2017GEQ02362,12/06/2017,4337572.53,0,0,4337572.53,0,0,0,4337572.53,4337572.53,,,,\N,\N,TERMINADO,10,\N,,263,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,REHABILITACION DE VIVIENDA,RURAL,10/22/2017,ZONA URBANA,2017,VIVIENDA,MEJORAMIENTO DE VIVIENDA,1039,HOMBRO CON HOMBRO POR TU VIVIENDA TECHO FIRME,4337572.53,441,4337572.53,05/23/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,41151U0605,PROGRAMA HOMBRO CON HOMBRO POR UNA VIVIENDA DIGNA.,1,APOYOS HOMBRO CON HOMBRO PARA EL MEJORAMIENTO DE VIVIENDA OTORGADOS,3,ADQUISICIÓN DE MATERIALES Y APOYOS PARA ENTREGAR A POBLACIÓN BENEFICIARIA DE MEJORAMIENTO DE VIVIENDA.,\N,F01,\N,4337572.53,0,0,O,\N,VIVIENDA,APOYOS PARA CONSTRUCCIÓN,VIVIENDA,\N,07/23/2019,
773,2017-00679,CONSTRUCCIÓN DE TECHUMBRE EN CANCHA DE USOS MÚLTIPLES EN MABY,PINAL DE AMOLES,MABY,P.M. PINAL,P.M. PINAL,RAMO 23 FORTALECIM 17-III,2017GEQ01703,09/21/2017,1336257.4,1336257.4,1336257.4,0,0,0,0,1336257.4,1336257.4,CONSTRUCCIONES AJAT DE QUERETARO S.A. DE C.V.,CAQ151124FV8,MPA-DOP-FF-00679-2017,09/01/2017,12/29/2017,TERMINADO,100,\N,,110,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,CONSTRUCCION,OTROS NIVELES,02/27/2018,POBLADO RURAL,2017,DEPORTE,MUNICIPIOS,1029,CONSTRUCCIÓN DE TECHUMBRE EN CANCHA DE USOS MÚLTIPLES EN MABY,1336257.4,432,1336257.4,08/10/2017,100,0,0,0,0,1336257.4,0,30,400877.22,31/08/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,02/28/2018,91N,\N,1336257.4,0,0,O,12/29/2017,DEPORTE,INFRAESTRUCTURA DEPORTIVA,,\N,07/23/2019,
774,2017-00680,"PAVIMENTACIÓN DE CALLES EN BARRIO SAN JUAN DIEGO, EN AHUACATLAN DE GUADALUPE, PINAL DE AMOLES.",PINAL DE AMOLES,AHUACATLAN DE GUADALUPE,P.M. PINAL,P.M. PINAL,RAMO 23 FORTALECIM 17-III,2017GEQ01704,09/21/2017,1357474.71,1357474.71,1357474.71,0,0,0,0,1357474.71,1357474.71,GASPAR ALCANTARA RESENDIZ,AARG710322S36,MPA-DOP-FF-00680-2017,09/01/2017,12/29/2017,TERMINADO,100,\N,,750,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,02/27/2018,POBLADO RURAL,2017,DESARROLLO URBANO,MUNICIPIOS,1030,"PAVIMENTACIÓN DE CALLES EN BARRIO SAN JUAN DIEGO, EN AHUACATLAN DE GUADALUPE, PINAL DE AMOLES.",1357474.71,433,1357474.71,08/10/2017,100,0,0,0,0,1357474.71,0,30,407242.41,31/08/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,02/28/2018,91N,\N,1357474.71,0,0,O,12/29/2017,INFRAESTRUCTURA,URBANIZACIÓN,,\N,07/23/2019,
775,2017-00681,CONSTRUCCIÓN DE TECHUMBRE CON CANCHA DE USOS MULTIPLES EN UNIVERSIDAD AUTÓNOMA DE QUERÉTARO CAMPUS CONCÁ,ARROYO SECO,CONCA,P.M. ARROYO S.,P.M. ARROYO S.,RAMO 23 FORTALECIM 17-III,2017GEQ01786,10/03/2017,1599366.53,1599366.53,1599366.53,0,0,0,0,1599366.53,1599366.53,CONSTRUCCIONES AJAT DE QUERETARO S.A. DE C.V.,CAQ151124FV8,OP-MAS-041-2017/2015/2018.,10/02/2017,12/29/2017,TERMINADO,100,\N,,80,PERSONAS,CONTRATO,INFRAESTRUCTURA DEPORTIVA,CONSTRUCCION,CONSTRUCCION,02/22/2018,ZONA INDIGENA,2017,EDUCACION,MUNICIPIOS,1031,CONSTRUCCIÓN DE TECHUMBRE CON CANCHA DE USOS MULTIPLES EN UNIVERSIDAD AUTÓNOMA DE QUERÉTARO CAMPUS CONCÁ,1599366.53,434,1599366.53,08/10/2017,100,0,0,0,0,1599366.53,0,30,479809.95,26/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,02/28/2018,91N,\N,1599366.53,0,0,O,12/29/2017,EDUCACION,INFRAESTRUCTURA EDUCATIVA,,\N,07/23/2019,
776,2017-00682,CONSTRUCCIÓN DE TECHUMBRE EN ESCUELA PRIMARIA BENITO JUÁREZ,ARROYO SECO,"MOHONERA, LA",P.M. ARROYO S.,P.M. ARROYO S.,RAMO 23 FORTALECIM 17-III,2017GEQ01787,10/03/2017,996902.1,996902.1,996902.1,0,0,0,0,996902.1,996902.09,CONSTRUCCIONES AJAT DE QUERETARO S.A. DE C.V.,CAQ151124FV8,OP-MAS-040-2017/2015/2018.,10/02/2017,12/29/2017,TERMINADO,100,\N,,156,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,CONSTRUCCION,PRIMARIA,02/22/2018,POBLADO RURAL,2017,EDUCACION,MUNICIPIOS,1032,CONSTRUCCIÓN DE TECHUMBRE EN ESCUELA PRIMARIA BENITO JUÁREZ,996902.1,435,996902.1,08/10/2017,100,0,0,0,0,996902.1,0,30,299070.63,26/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,02/28/2018,91N,\N,996902.09,0,0.01,O,12/29/2017,EDUCACION,INFRAESTRUCTURA EDUCATIVA,,\N,07/23/2019,
777,2017-00683,"PAVIMENTACIÓN DE CALLE GALEANA SUR CON PAVIMENTO EMPEDRADO EMPACADO CON MORTERO, LINEA DE VIALIDAD DE CONCRETO HIDRÁULICO ESTAMPADO",ARROYO SECO,ARROYO SECO,P.M. ARROYO S.,P.M. ARROYO S.,RAMO 23 FORTALECIM 17-III,2017GEQ01807,10/05/2017,998147.21,998147.21,998147.21,0,0,0,0,998147.21,998147.2,GASPAR ALCANTARA RESENDIZ,AARG710322S36,OP-MAS-039-2017/2015/2018.,10/02/2017,12/29/2017,TERMINADO,100,\N,,1425,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,02/22/2018,ZONA URBANA,2017,DESARROLLO URBANO,MUNICIPIOS,1033,"PAVIMENTACIÓN DE CALLE GALEANA SUR CON PAVI EMP EMPACADO CON MORTERO, LINEA DE VIALIDAD DE CONCRETO HIDRÁULICO ESTAMPADO",998147.21,436,998147.21,08/10/2017,100,0,0,0,0,998147.21,0,30,299444.16,25/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,02/28/2018,91N,\N,998147.2,0,0.01,O,02/17/2018,INFRAESTRUCTURA,URBANIZACIÓN,,\N,07/23/2019,
778,2017-00684,ANDADOR TURÍSTICO- EL SALITRILLO- CONCA (2A ETAPA),ARROYO SECO,"SALITRILLO, EL",P.M. ARROYO S.,P.M. ARROYO S.,GEQ PA 2017,2017GEQ01622,09/12/2017,2498869.04,2498869.04,0,2498869.04,0,0,0,2498869.04,2498869.03,CONSTRUCCIONES CANARISTA  S.A DE C.V,CCA160314SX3,OP-MAS-036-2017/2015/2018.,09/11/2017,12/29/2017,TERMINADO,100,\N,,2073,PERSONAS,CONTRATO,URBANIZACION,MEJORAMIENTO DE LA IMAGEN URBANA,MEJORAMIENTO DE LA IMAGEN URBANA,12/06/2017,POBLADO RURAL,2017,DESARROLLO URBANO,MUNICIPIOS,1040,ANDADOR TURÍSTICO- EL SALITRILLO- CONCA (2A ETAPA),2498869.04,442,2498869.04,08/11/2017,0,100,0,0,0,2498869.04,0,30,749660.71,06/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,165999460177,BANREGIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,\N,F01,\N,2498869.03,0,0.01,O,12/29/2017,INFRAESTRUCTURA,URBANIZACIÓN,PESO A PESO,\N,07/23/2019,
779,2017-00685,TRANSFERENCIA DE RECURSOS DE PROYECTOS DE DESARROLLO REGIONAL (CADEREYTA DE MONTES) 2017,CADEREYTA,CADEREYTA,P.M. CADEREYTA,P.M. CADEREYTA,RAMO 23 PRY DES REG 17-III,2017GEQ02601,12/30/2017,278810.49,0,278810.49,0,0,0,0,278810.49,279353.97,,,,\N,\N,CERRADO,100,\N,,0,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,11/10/2017,ZONA URBANA,2017,DESARROLLO URBANO,MUNICIPIOS,477,"CONSTRUCCION DE PAVIMENTO DE EMPEDRADO EMPACADO CON MORTERO, CALLE RIO DE LA LOZA EN EL PALMAR (SANTA MARIA DEL PALMAR)",278810.49,1111,278810.49,08/10/2017,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,24504680148,BAJIO,43361K0610,PROYECTO DE OBRAS Y ACCIONES,1,OBRAS Y ACCIONES REALIZADAS. ,1,OBRAS Y ACCIONES 2017,\N,90N,\N,279353.97,0,-543.48,A,\N,INFRAESTRUCTURA,URBANIZACIÓN,,\N,07/23/2019,
780,2017-00686,"URBANIZACIÓN EN CALLES GRAL FELIPE ANGELES Y SALVADOR DIAZ MIRON  					",COLON,COLON,P.M. COLON,P.M. COLON,RAMO 23 FORTALECIM 17-III,2017GEQ01771,09/29/2017,2516816.28,2516816.28,2516816.28,0,0,0,0,2516816.28,2516816.28,ORDAZ MORALES JORGE LUIS,OAMJ8802256N3,MCQ.SOP.FORTALECIMIENTO.INV.004.57.2017,09/09/2017,12/02/2017,TERMINADO,100,\N,,228,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,12/04/2017,ZONA URBANA,2017,DESARROLLO URBANO,MUNICIPIOS,1034,URBANIZACIÓN EN CALLES GRAL FELIPE ANGELES Y SALVADOR DIAZ MIRON,2516816.28,437,2516816.28,08/10/2017,100,0,0,0,0,2516816.28,0,30,755044.88,08/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,12/10/2017,91N,\N,2516816.28,0,0,O,12/02/2017,INFRAESTRUCTURA,URBANIZACIÓN,,\N,07/23/2019,
781,2017-00687,"CONSTRUCCIÓN DE PAVIMENTO EMPEDRADO CON MORTERO EN CALLE PASEO DE LOS CEDROS ACCESO PRINCIPAL 2DA ETAPA		",COLON,COLONIA NUEVO PROGRESO,P.M. COLON,P.M. COLON,RAMO 23 FORTALECIM 17-III,2017GEQ01752,09/27/2017,926892.28,926892.28,926892.28,0,0,0,0,926892.28,926892.28,EMPRESAS CONSTRUCTORAS S.A. DE C.V.,ECO110118734,MCQ.SOP.FORTALECIMIENTO.INV.001.58.2017,09/07/2017,12/05/2017,TERMINADO,100,\N,,348,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,12/04/2017,POBLADO RURAL,2017,DESARROLLO URBANO,MUNICIPIOS,1035,CONSTRUCCIÓN DE PAVIMENTO EMPEDRADO CON MORTERO EN CALLE PASEO DE LOS CEDROS ACCESO PRINCIPAL 2DA ETAPA,926892.28,438,926892.28,08/10/2017,100,0,0,0,0,926892.28,0,30,278067.68,06/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,24504680149,BAJIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,12/10/2017,91N,\N,926892.28,0,0,O,12/05/2017,INFRAESTRUCTURA,URBANIZACIÓN,,\N,07/23/2019,
782,2017-00688,CONSTRUCCIÓN DE ARCOTECHO EN LA TELESECUNDARIA DE LA COMUNIDAD DE NOGALES ,COLON,NOGALES,P.M. COLON,P.M. COLON,GEQ PA 2017,2017GEQ02403,12/14/2017,1084095.44,1143579.71,0,1084095.44,0,0,0,1084095.44,1084095.44,MONTES VEGA ENRIQUE,MOVE841007121,MCQ.SOP.GEQ.INV.003.53.2017,09/11/2017,12/05/2017,TERMINADO,100,\N,,78,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,CONSTRUCCION,SECUNDARIA,12/05/2017,POBLADO RURAL,2017,EDUCACION,MUNICIPIOS,1041,CONSTRUCCIÓN DE ARCOTECHO EN LA TELESECUNDARIA DE LA COMUNIDAD DE NOGALES,1084095.44,443,1084095.44,08/11/2017,0,100,0,0,0,1143579.71,0,30,343073.91,08/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,165999460177,BANREGIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,12/10/2017,F01,\N,1084095.44,0,0,O,12/05/2017,EDUCACION,INFRAESTRUCTURA EDUCATIVA,PESO A PESO,\N,07/23/2019,
783,2017-00689,"CONSTRUCCIÓN DE ARCOTECHO EN EL PREESCOLAR EL POLEO 	",COLON,"POLEO, EL",P.M. COLON,P.M. COLON,GEQ PA 2017,2017GEQ01790,10/04/2017,794094.39,794094.39,0,794094.39,0,0,0,794094.39,794094.38,MONTES VEGA ENRIQUE,MOVE841007121,MCQ.SOP.GEQ.INV.004.54.2017,09/11/2017,12/05/2017,TERMINADO,79,\N,,45,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,CONSTRUCCION,PREESCOLAR,11/27/2017,ZONA INDIGENA,2017,EDUCACION,MUNICIPIOS,1042,CONSTRUCCIÓN DE ARCOTECHO EN EL PREESCOLAR EL POLEO,794094.39,444,794094.39,08/11/2017,0,100,0,0,0,794094.39,0,30,238228.31,08/09/2017,INVITACIÓN RESTRINGIDA,,,,,,,,,,,165999460177,BANREGIO,45511K0529,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,1,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,2,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,12/10/2017,F01,\N,794094.38,0,0.01,O,12/05/2017,EDUCACION,INFRAESTRUCTURA EDUCATIVA,PESO A PESO,\N,07/23/2019,
